voter_id,candidate_id,vote_time,label
39,101,1732174173,0
13,104,1732180578,0
75,105,1732173651,0
59,104,1732177207,0
28,103,1732175277,0
34,102,1732178234,0
36,105,1732178050,0
23,103,1732174529,0
87,101,1732180594,0
16,102,1732176965,0
54,101,1732173716,0
38,101,1732176955,0
48,104,1732176661,0
95,101,1732178291,0
39,102,1732180574,0
11,102,1732177239,0
89,103,1732174092,0
11,104,1732174933,0
52,104,1732173636,0
19,104,1732177113,0
8,104,1732174212,0
4,104,1732177730,0
90,102,1732178856,0
32,103,1732173899,0
47,101,1732180223,0
31,104,1732177747,0
52,102,1732175461,1
28,101,1732179357,0
3,102,1732178815,0
74,103,1732173636,1
15,103,1732176555,0
99,104,1732180646,0
74,104,1732173733,1
77,101,1732175179,0
90,104,1732176083,0
84,103,1732178363,0
86,103,1732179967,0
9,102,1732173782,0
57,103,1732180161,0
83,102,1732174207,0
54,103,1732177623,0
84,105,1732180717,0
98,103,1732176815,0
40,104,1732175451,0
78,101,1732178859,0
25,101,1732180284,0
66,103,1732174978,0
49,101,1732174441,0
92,102,1732180181,0
45,101,1732173648,0
50,101,1732175780,0
21,105,1732179372,0
61,105,1732179423,0
93,102,1732178448,0
61,105,1732174357,0
10,103,1732180623,0
19,101,1732178138,1
91,101,1732176773,0
91,105,1732177898,0
91,103,1732178077,0
59,105,1732175250,0
96,102,1732178132,0
34,103,1732176067,0
76,101,1732179499,0
83,104,1732178387,0
5,104,1732179066,0
73,101,1732177726,0
51,102,1732177048,0
95,102,1732174763,0
36,104,1732174624,0
75,103,1732179667,0
36,101,1732174454,0
22,105,1732175320,0
66,105,1732174288,0
78,103,1732179904,0
23,103,1732180506,0
35,102,1732175034,0
60,103,1732178069,0
55,101,1732175652,0
75,104,1732173813,0
65,103,1732175043,0
43,105,1732177531,0
86,103,1732177175,0
92,103,1732178261,0
59,102,1732176929,0
50,101,1732174946,0
8,102,1732175385,0
73,105,1732177489,0
17,102,1732179794,0
33,102,1732177038,0
55,101,1732178523,0
43,101,1732178531,0
99,102,1732174138,0
67,101,1732179842,0
69,105,1732180546,1
24,103,1732179826,0
9,105,1732178516,0
70,105,1732174028,0
18,105,1732175755,0
35,101,1732173913,0
43,101,1732174287,0
22,103,1732180764,0
6,104,1732174638,0
40,101,1732176080,0
79,101,1732174933,1
30,101,1732179782,0
96,104,1732175173,0
27,101,1732176091,0
38,105,1732178887,0
22,104,1732177002,0
28,102,1732180375,0
11,102,1732176826,0
92,103,1732180651,0
7,101,1732179775,0
7,103,1732174115,0
57,102,1732174909,0
72,105,1732173608,0
88,104,1732175956,0
32,101,1732180746,0
62,103,1732177739,0
14,105,1732176671,0
71,103,1732175791,0
65,105,1732180407,0
29,104,1732177309,0
67,101,1732173945,0
59,104,1732179488,0
61,104,1732178188,0
16,105,1732176966,0
91,101,1732176504,0
94,101,1732175191,0
91,101,1732175480,0
32,104,1732176969,0
85,102,1732179522,0
15,102,1732180259,0
59,103,1732178802,0
6,105,1732175604,0
66,104,1732175411,0
43,104,1732179894,0
65,105,1732176113,0
21,102,1732178189,1
26,105,1732175121,0
64,105,1732179352,0
94,102,1732178585,0
60,103,1732173639,0
21,103,1732179201,0
9,105,1732178050,0
76,105,1732178261,0
38,101,1732178904,0
97,105,1732176051,0
69,102,1732174035,0
62,103,1732174520,0
16,104,1732178647,0
43,104,1732175779,0
81,102,1732179396,0
72,101,1732180764,0
84,104,1732175047,0
52,101,1732176714,0
18,101,1732177155,0
4,103,1732177083,0
84,105,1732180112,0
43,101,1732179389,0
95,104,1732174992,0
14,102,1732178863,0
42,102,1732180045,0
64,101,1732175791,0
37,101,1732173920,0
65,105,1732180662,0
44,105,1732180449,0
79,102,1732175133,0
3,105,1732175273,0
10,103,1732177651,0
76,101,1732176052,0
85,102,1732174359,1
1,103,1732175570,0
3,102,1732176199,0
80,103,1732177113,0
8,102,1732175680,0
24,104,1732180160,0
18,104,1732179702,0
68,104,1732180677,0
99,103,1732175557,0
64,102,1732174167,0
72,101,1732180505,0
82,101,1732174254,0
45,101,1732180306,0
99,101,1732177823,0
16,103,1732179936,0
40,102,1732177015,0
69,105,1732176049,0
74,104,1732178818,0
63,104,1732175804,0
59,101,1732173650,0
9,105,1732178722,0
95,104,1732175467,0
15,103,1732176493,0
91,105,1732176841,0
26,101,1732175791,0
79,103,1732179104,0
32,104,1732179933,0
43,103,1732179182,0
21,104,1732177262,0
78,102,1732179210,0
17,102,1732176394,0
45,104,1732175430,0
11,102,1732175084,0
43,104,1732175990,0
66,101,1732176437,0
50,105,1732180340,0
64,105,1732175124,0
93,105,1732173657,0
11,104,1732173759,0
6,104,1732174150,0
93,101,1732174633,0
80,103,1732177306,0
32,104,1732174351,0
72,104,1732176890,0
31,101,1732178280,0
80,105,1732175219,0
40,104,1732180438,0
74,102,1732175054,0
41,105,1732176650,0
80,104,1732177293,0
22,105,1732177667,0
82,102,1732177854,0
72,103,1732175787,0
20,104,1732173878,0
69,103,1732178821,0
78,102,1732174339,0
100,102,1732174836,0
60,101,1732180737,0
77,103,1732175957,0
56,105,1732180385,0
33,105,1732178383,0
80,101,1732174976,0
94,101,1732176397,0
40,101,1732180240,0
14,103,1732176736,0
52,105,1732177436,0
69,105,1732176450,0
69,102,1732174386,0
66,101,1732179545,0
67,102,1732180029,0
43,102,1732180681,0
70,104,1732175058,1
69,103,1732178069,0
53,104,1732177724,0
13,103,1732180617,0
14,105,1732179541,0
91,105,1732179983,0
66,103,1732179016,1
80,103,1732176496,0
25,103,1732177775,0
51,102,1732178749,0
94,101,1732174433,0
24,104,1732174621,1
43,105,1732178821,0
39,104,1732174045,0
84,102,1732176707,0
79,105,1732177279,0
10,103,1732178280,0
79,101,1732178490,0
30,105,1732173901,0
51,102,1732177056,0
35,104,1732175861,0
68,102,1732176677,0
40,101,1732180780,0
74,101,1732174191,1
32,103,1732178029,0
72,105,1732175417,0
79,105,1732180443,0
59,103,1732179458,0
57,102,1732175029,0
22,104,1732175286,0
44,103,1732176465,0
77,102,1732177088,0
81,105,1732177835,0
24,104,1732180329,0
17,103,1732174302,0
37,102,1732179726,0
26,104,1732179164,0
87,105,1732174630,0
54,102,1732179781,0
19,105,1732177238,0
55,104,1732176755,0
77,102,1732178259,0
55,104,1732177292,0
90,105,1732175070,0
70,104,1732178441,0
29,103,1732178442,0
66,104,1732179921,0
90,101,1732177273,0
86,104,1732178890,0
76,101,1732180071,1
13,102,1732173880,0
6,105,1732173924,0
38,104,1732180576,0
47,104,1732178873,0
68,101,1732173665,0
21,101,1732180017,0
30,101,1732175081,0
38,105,1732176866,0
87,103,1732178622,0
58,103,1732177712,0
57,102,1732173757,1
5,105,1732179475,0
31,105,1732175451,0
42,101,1732178482,0
8,102,1732175782,0
71,104,1732176904,0
32,101,1732174958,0
21,101,1732180015,0
23,101,1732176413,0
71,103,1732173894,0
99,104,1732178706,0
71,105,1732179218,0
87,105,1732175997,1
63,105,1732177959,0
17,104,1732176431,0
18,105,1732174774,0
47,104,1732175224,0
61,102,1732178668,0
16,104,1732178419,0
9,105,1732180010,1
9,104,1732177889,0
20,104,1732179177,0
50,105,1732174276,0
47,101,1732177833,0
76,105,1732179742,0
61,102,1732179642,0
69,102,1732178742,0
30,104,1732176417,0
27,105,1732174315,0
60,101,1732173978,0
65,103,1732180289,0
4,103,1732176067,0
23,104,1732174772,0
21,104,1732180457,0
31,102,1732178957,0
97,101,1732173763,0
84,101,1732174921,1
41,103,1732175827,0
55,103,1732174105,0
73,102,1732178286,0
74,105,1732176159,0
63,102,1732180169,0
10,101,1732180373,0
34,102,1732178957,0
77,104,1732176279,0
22,105,1732177503,0
17,104,1732178696,0
95,102,1732178999,0
86,101,1732178783,0
76,101,1732176504,0
70,103,1732175740,0
64,105,1732175526,0
39,103,1732179724,0
58,102,1732175663,0
52,102,1732174939,1
18,105,1732178171,0
94,104,1732177645,0
21,103,1732173712,0
4,104,1732179520,0
18,104,1732177253,0
12,105,1732180500,0
62,102,1732178843,0
11,103,1732177959,0
56,103,1732179594,0
52,103,1732178154,0
35,101,1732177366,0
8,104,1732178066,0
22,103,1732173918,0
61,104,1732176655,0
11,101,1732179295,0
13,105,1732176053,0
89,104,1732173746,0
12,102,1732174660,0
65,102,1732174778,0
74,105,1732178625,0
63,102,1732176791,0
60,105,1732176794,0
71,101,1732176508,0
71,102,1732177664,0
16,105,1732175806,0
74,105,1732176814,0
5,103,1732177169,0
91,101,1732180742,0
88,103,1732180688,0
69,104,1732177704,0
4,104,1732176519,0
54,102,1732176270,0
20,103,1732178018,0
16,105,1732176988,0
76,101,1732176838,0
98,104,1732175223,0
70,103,1732174089,0
86,105,1732178297,0
14,103,1732180384,0
96,103,1732178334,0
55,105,1732174770,0
81,101,1732175781,0
70,104,1732174833,0
32,101,1732178263,0
24,104,1732176031,0
21,103,1732175847,0
7,105,1732176388,0
40,102,1732180148,0
75,102,1732178084,0
26,105,1732173847,0
79,101,1732177036,0
28,103,1732180289,1
9,102,1732175233,0
58,105,1732174651,0
82,104,1732177363,0
33,101,1732178066,0
44,102,1732180762,0
12,105,1732177849,0
45,102,1732176710,0
91,101,1732174961,0
40,103,1732176224,0
25,103,1732175854,0
94,102,1732179222,0
30,103,1732180244,0
36,101,1732174898,0
44,104,1732176903,0
53,101,1732178483,1
90,101,1732176792,0
75,103,1732180677,0
21,105,1732174821,0
93,103,1732176330,0
94,104,1732175508,0
23,104,1732179471,0
49,102,1732174186,0
93,104,1732173863,0
61,104,1732173807,0
81,104,1732175936,0
88,104,1732180506,0
34,104,1732174334,0
17,105,1732174406,0
26,104,1732180259,0
58,103,1732174459,0
48,103,1732174457,0
33,101,1732173761,0
99,104,1732176173,0
76,101,1732179725,0
45,102,1732174790,0
49,101,1732177440,0
49,105,1732179367,0
36,103,1732173694,0
54,104,1732177795,0
23,102,1732174806,0
19,101,1732179246,0
61,102,1732175407,0
90,104,1732178289,0
61,103,1732179383,0
38,101,1732177985,0
46,101,1732179933,0
74,103,1732179001,0
35,105,1732178945,0
100,103,1732175805,0
14,103,1732174846,0
37,103,1732178158,1
21,101,1732177097,1
76,101,1732178228,0
77,105,1732178249,0
28,104,1732176211,0
21,101,1732175266,0
68,105,1732178208,0
9,103,1732174505,0
44,104,1732178635,0
23,103,1732177068,0
94,103,1732174787,0
16,105,1732180355,0
8,104,1732177829,0
15,103,1732177496,1
75,102,1732176134,0
94,105,1732174807,0
36,101,1732174286,0
49,102,1732176003,0
68,104,1732180279,0
34,102,1732180096,0
83,105,1732175078,0
80,101,1732179387,0
14,102,1732176604,0
10,101,1732179265,0
26,104,1732176386,0
61,103,1732176665,0
18,104,1732179955,0
15,105,1732178630,0
26,103,1732173793,0
56,102,1732180769,0
93,104,1732180183,0
51,101,1732176263,0
45,102,1732174192,0
85,105,1732179229,0
5,102,1732177288,0
27,103,1732175951,0
37,104,1732175939,0
5,102,1732178085,0
19,102,1732176929,1
41,103,1732178686,0
34,105,1732175226,0
24,102,1732178294,0
82,101,1732179808,0
49,102,1732174586,0
72,105,1732175761,1
25,101,1732174883,1
23,103,1732180419,0
71,105,1732179340,0
21,103,1732174466,0
68,105,1732177352,0
36,104,1732177777,0
14,101,1732174745,0
11,101,1732174794,0
80,101,1732177065,0
32,102,1732174658,0
8,101,1732175324,0
4,103,1732176358,0
13,103,1732180123,0
86,104,1732180586,0
52,104,1732174518,0
24,104,1732179528,1
13,104,1732177386,0
70,104,1732178090,0
68,101,1732175338,0
87,102,1732179121,0
32,102,1732178739,0
19,102,1732178026,0
57,101,1732179210,0
24,102,1732178365,0
95,101,1732177705,0
57,103,1732175352,0
18,104,1732174120,0
27,105,1732175391,0
42,104,1732174690,0
82,101,1732179304,0
77,105,1732174489,0
88,103,1732177760,0
10,101,1732179614,1
16,102,1732174926,0
42,102,1732177069,0
79,101,1732173620,0
86,103,1732177946,0
15,102,1732174068,0
85,103,1732175646,0
57,102,1732175943,0
2,103,1732178011,0
16,105,1732175953,0
20,105,1732178803,1
77,103,1732179587,0
57,105,1732176130,0
79,105,1732175119,1
55,102,1732174758,0
19,105,1732180348,0
50,101,1732177785,0
17,105,1732180175,0
5,103,1732179548,0
52,101,1732178174,0
49,105,1732176068,0
49,105,1732179689,0
35,104,1732176056,0
24,101,1732177251,0
97,102,1732177074,0
19,103,1732177332,0
21,101,1732174829,0
65,105,1732178504,0
94,104,1732178809,0
19,103,1732178087,0
24,104,1732179902,0
8,103,1732178918,0
45,102,1732174907,1
29,105,1732180273,0
94,103,1732180800,0
52,101,1732174649,0
82,103,1732177957,0
2,101,1732178589,0
18,104,1732178525,0
86,105,1732176483,0
26,105,1732176917,0
88,105,1732174401,0
79,101,1732176744,0
11,103,1732179889,0
43,101,1732180274,0
28,101,1732175848,0
37,104,1732177947,0
97,105,1732176777,0
94,101,1732174903,0
82,105,1732173657,0
100,103,1732176629,0
87,105,1732174035,0
50,101,1732178060,1
13,103,1732180075,0
1,105,1732178763,1
11,102,1732178444,0
6,104,1732177723,0
89,104,1732174789,0
35,102,1732175832,0
10,102,1732180237,0
49,101,1732175281,0
71,104,1732179591,0
67,102,1732178433,0
78,104,1732173675,0
97,102,1732177652,0
94,105,1732173907,0
49,101,1732179835,0
34,105,1732179869,0
23,102,1732174083,0
45,104,1732173961,0
79,102,1732179104,0
54,102,1732176750,0
58,102,1732177013,0
36,103,1732176413,0
82,101,1732176640,0
66,101,1732179405,0
31,101,1732177106,0
33,102,1732174356,0
9,103,1732178092,0
52,103,1732180295,0
77,102,1732176477,0
98,103,1732173803,0
47,101,1732175937,0
95,105,1732175379,0
4,103,1732178138,0
81,104,1732176988,0
20,102,1732178749,0
71,101,1732175469,0
10,104,1732177567,0
74,103,1732177283,0
83,105,1732176469,0
10,103,1732173736,0
92,104,1732174271,0
8,101,1732179458,0
29,105,1732177913,0
61,102,1732174633,0
20,102,1732179646,0
65,105,1732175948,0
44,103,1732178736,0
32,104,1732174667,0
88,104,1732180629,0
27,105,1732178478,1
62,101,1732175571,0
73,103,1732173732,0
51,103,1732179126,0
55,103,1732174976,0
51,102,1732173967,0
69,104,1732173854,1
32,105,1732177814,0
32,103,1732175130,1
81,101,1732179129,0
6,104,1732175227,0
13,101,1732176821,0
2,104,1732178879,0
54,105,1732177387,0
78,101,1732179518,0
7,102,1732179127,0
38,105,1732176153,0
6,102,1732179732,0
71,105,1732175466,0
84,104,1732175452,0
37,101,1732177895,0
36,101,1732178500,0
80,103,1732176160,0
51,101,1732177502,0
19,104,1732176818,1
56,104,1732176515,0
98,101,1732177697,0
51,105,1732179646,0
29,101,1732179583,0
60,104,1732178880,0
21,105,1732179498,0
5,105,1732174736,0
73,103,1732178556,0
48,102,1732176439,0
14,105,1732176168,0
63,101,1732173898,0
76,103,1732178709,0
99,103,1732175520,1
75,105,1732177447,0
64,101,1732178564,0
27,101,1732174705,0
44,104,1732178623,0
1,101,1732173737,0
66,103,1732176556,0
76,104,1732174963,0
76,101,1732174469,0
6,105,1732176876,0
85,102,1732178717,0
94,104,1732175290,0
20,102,1732174785,0
9,103,1732179738,0
23,103,1732176217,1
15,104,1732176709,0
38,104,1732178688,0
14,102,1732179162,0
35,101,1732180280,0
4,101,1732173674,0
33,101,1732177182,0
88,105,1732174257,0
65,103,1732177477,0
30,104,1732180256,0
25,103,1732175449,0
97,101,1732178192,0
63,103,1732177118,0
79,102,1732174383,0
83,101,1732175440,0
22,105,1732176110,0
12,101,1732177745,0
94,105,1732174351,0
45,104,1732175805,0
74,103,1732177686,0
19,101,1732177124,0
70,104,1732175084,0
16,101,1732176734,0
69,103,1732177751,0
47,103,1732178016,0
89,103,1732173997,0
